"","OTU","Sample","Abundance","group","loc","site","year","season","season2","state","depth","water","TOM","Bio","hCOM","lCOM","NO3","NO2","NH4","P","pH","Salinity","mcrA_DW","mean_temp","sd_temp","mean_hum","sd_hum","mean_precip","sd_precip","Drought_Status","Drought_Prop","season3","Month","Mean_GW","SD_GW","aerobic_ammonia_oxidation","Nutrient_Date","Domain","Kingdom","Group","Phylum","Class","Order","Family","Genus","Species"
"811","Dada910","X16S.19FebPD205",12611937.97,"19FebPD2","PD","P",19,"February","19-Feb","D","05-10 cm",64.83,NA,NA,NA,NA,54.82,NA,8.05,1.89,6.32,NA,2400000,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,-10.1771503,3.441690968,3.74,"April","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"812","Dada5307","X16S.18AugPW105",12593936.25,"18AugPW1","PW","P",18,"August","18-Aug","W","05-10 cm",80.31027668,1795.628162,101.6370208,426.4043225,1119.781747,6.8,0.1,16.8,11.5,6.85,0.41,49700000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-20.9099496,5.635844392,4.22,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"813","Dada900","X16S.18DecCW105",12532418.86,"18DecCW1","CW","C",18,"December","18-Dec","W","05-10 cm",45.3,386.5818795,43.83611566,164.2174265,109.309359,0.4,0.1,10.4,0.4,NA,NA,1900000,4.53655914,2.956265848,86.60215054,6.593722803,1.996774194,2.614508733,"Non-drought",0,"Winter",12,-6.469885753,1.638344898,0.68,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"814","Dada1403","X16S.18DecCW105",12427104.41,"18DecCW1","CW","C",18,"December","18-Dec","W","05-10 cm",45.3,386.5818795,43.83611566,164.2174265,109.309359,0.4,0.1,10.4,0.4,NA,NA,1900000,4.53655914,2.956265848,86.60215054,6.593722803,1.996774194,2.614508733,"Non-drought",0,"Winter",12,-6.469885753,1.638344898,0.68,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Gallionellaceae","Candidatus Nitrotoga","JQ278772"
"815","Dada882","X16S.18AprPW105",12384583.92,"18AprPW1","PW","P",18,"April","18-Apr","W","05-10 cm",84.4,1302.3744,176.2176,584.4864,359.9232,2.9,0.1,28.8,4.1,6.56,0.54,4.2e+07,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,6.895236111,2.425894151,3.29,"Original","Bacteria","Bacteria (superkingdom)","Nitrospirae (superphylum)","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae",NA,NA
"816","Dada1233","X16S.18AprCW105",12367169.84,"18AprCW1","CW","C",18,"April","18-Apr","W","05-10 cm",58.6,592.5035077,78.46135385,195.4287692,259.7021538,0.6,0.1,23.5,0.2,6.28,5.47,10700000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,-4.932924379,6.49356005,0.67,"Original","Bacteria","Bacteria (superkingdom)","Nitrospirae (superphylum)","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae",NA,NA
"817","Dada890","X16S.18JunPD105",12304941.7,"18JunPD1","PD","P",18,"June","18-Jun","D","05-10 cm",70.7,1497.76,125.41,757.69,614.66,5.31,0.38,17.98,2.92,6.49,0.23,643000,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,"Drought",1,"Summer",6,-59.09927431,4.650930397,3.39,"March","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","JN615836",NA
"818","Dada291","X16S.19FebCW105",12304333.64,"19FebCW1","CW","C",19,"February","19-Feb","W","05-10 cm",51.72,NA,NA,NA,NA,0.22,NA,7.37,0.56,5.75,NA,949000,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,-7.445499031,1.404334023,0.59,"April","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Gallionellaceae",NA,NA
"819","Dada1233","X16S.18DecCW305",12264507.63,"18DecCW3","CW","C",18,"December","18-Dec","W","05-10 cm",64.3,968.7705392,96.14021287,272.9319391,408.1197149,0.7,0.1,39.4,1.7,NA,NA,4410000,4.53655914,2.956265848,86.60215054,6.593722803,1.996774194,2.614508733,"Non-drought",0,"Winter",12,-6.469885753,1.638344898,0.73,"Original","Bacteria","Bacteria (superkingdom)","Nitrospirae (superphylum)","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae",NA,NA
"820","Dada453","X16S.19FebPW205",12250982.52,"19FebPW2","PW","P",19,"February","19-Feb","W","05-10 cm",74.72,NA,NA,NA,NA,0.84,NA,14.32,8.55,6.94,NA,56200000,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,4.995372024,0.416214823,3.53,"April","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Gallionellaceae",NA,NA
"821","Dada809","X16S.18AugPD205",12192018.15,"18AugPD2","PD","P",18,"August","18-Aug","D","05-10 cm",62.83888889,1074.73437,69.2566131,368.5682902,613.2384655,119.6,0,6.1,1.2,6.4,0.24,882000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-68.49962702,8.743766467,3.58,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"822","Dada921","X16S.18AprPW105",12131837.31,"18AprPW1","PW","P",18,"April","18-Apr","W","05-10 cm",84.4,1302.3744,176.2176,584.4864,359.9232,2.9,0.1,28.8,4.1,6.56,0.54,4.2e+07,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,6.895236111,2.425894151,3.29,"Original","Bacteria","Bacteria (superkingdom)","Nitrospirae (superphylum)","Nitrospirae","Nitrospira","Nitrospirales","FW13","AF351231",NA
"823","Dada9386","X16S.19FebPD105",12131536.07,"19FebPD1","PD","P",19,"February","19-Feb","D","05-10 cm",66.27,NA,NA,NA,NA,35.82,NA,9.57,3,6.32,NA,912000,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,-10.1771503,3.441690968,4.25,"April","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"824","Dada134","X16S.18AugPD305",12118301.31,"18AugPD3","PD","P",18,"August","18-Aug","D","05-10 cm",61.40082645,1781.282286,150.4183526,377.887484,863.8520682,209.1,0.3,1.6,0.2,6.4,0.24,455000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-68.49962702,8.743766467,4.21,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Gallionellaceae","Sideroxydans",NA
"825","Dada141","X16S.19FebCW305",12087192.97,"19FebCW3","CW","C",19,"February","19-Feb","W","05-10 cm",45.48,NA,NA,NA,NA,0.17,NA,11.54,0.3,5.75,NA,1e+06,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,-7.445499031,1.404334023,0.82,"April","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"826","Dada535","X16S.18AprPW305",12055338.11,"18AprPW3","PW","P",18,"April","18-Apr","W","05-10 cm",80.2,894.717688,101.0910891,464.1423067,209.0276693,7.2,0.1,21.3,6,6.56,0.54,11300000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,6.895236111,2.425894151,3.61,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"827","Dada2660","X16S.18DecPW105",12039494.26,"18DecPW1","PW","P",18,"December","18-Dec","W","05-10 cm",83.7,958.6739026,101.0820855,687.2932232,134.4633526,8.7,0.3,23.8,10.2,NA,NA,1.94e+08,4.53655914,2.956265848,86.60215054,6.593722803,1.996774194,2.614508733,"Non-drought",0,"Winter",12,3.96905578,1.187272695,3.32,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","AF358001",NA
"828","Dada25","X16S.19FebCW305",11994924.32,"19FebCW3","CW","C",19,"February","19-Feb","W","05-10 cm",45.48,NA,NA,NA,NA,0.17,NA,11.54,0.3,5.75,NA,1e+06,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,-7.445499031,1.404334023,0.82,"April","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"829","Dada2257","X16S.18AugPD105",11977012.05,"18AugPD1","PD","P",18,"August","18-Aug","D","05-10 cm",71.65384615,723.6720788,121.5518288,483.4089088,95.0616518,169.4,0.1,13.7,4.5,6.4,0.24,589000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-68.49962702,8.743766467,4.75,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"830","Dada98","X16S.18OctPD205",11976736.88,"18OctPD2","PD","P",18,"October","18-Oct","D","05-10 cm",57.78364116,683.52,51.42,383.99,248.13,NA,0.11,20.58,1.74,6.3,0.23,888000,11.32258065,3.287567908,76.08602151,8.744084876,1.516129032,3.271095308,"Drought",1,"Autumn",10,-59.32242608,6.521863229,3.12,"March","Bacteria","Bacteria (superkingdom)","Nitrospirae (superphylum)","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira (Nitrospiraceae)",NA
"831","Dada708","X16S.18AugPW305",11905698.6,"18AugPW3","PW","P",18,"August","18-Aug","W","05-10 cm",76.94144144,567.7431462,94.0177323,396.5340641,66.81892225,13,0.1,12,6.8,6.85,0.41,15500000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-20.9099496,5.635844392,4.74,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"832","Dada626","X16S.18AprCW105",11903400.97,"18AprCW1","CW","C",18,"April","18-Apr","W","05-10 cm",58.6,592.5035077,78.46135385,195.4287692,259.7021538,0.6,0.1,23.5,0.2,6.28,5.47,10700000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,-4.932924379,6.49356005,0.67,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Gallionellaceae",NA,NA
"833","Dada533","X16S.18AugPW105",11894273.13,"18AugPW1","PW","P",18,"August","18-Aug","W","05-10 cm",80.31027668,1795.628162,101.6370208,426.4043225,1119.781747,6.8,0.1,16.8,11.5,6.85,0.41,49700000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-20.9099496,5.635844392,4.22,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"834","Dada1060","X16S.18AprPW105",11879090.7,"18AprPW1","PW","P",18,"April","18-Apr","W","05-10 cm",84.4,1302.3744,176.2176,584.4864,359.9232,2.9,0.1,28.8,4.1,6.56,0.54,4.2e+07,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,6.895236111,2.425894151,3.29,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","JN003126",NA
"835","Dada571","X16S.18AprPW105",11879090.7,"18AprPW1","PW","P",18,"April","18-Apr","W","05-10 cm",84.4,1302.3744,176.2176,584.4864,359.9232,2.9,0.1,28.8,4.1,6.56,0.54,4.2e+07,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,6.895236111,2.425894151,3.29,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Gallionellaceae",NA,NA
"836","Dada270","X16S.18AprPW305",11854043.04,"18AprPW3","PW","P",18,"April","18-Apr","W","05-10 cm",80.2,894.717688,101.0910891,464.1423067,209.0276693,7.2,0.1,21.3,6,6.56,0.54,11300000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,6.895236111,2.425894151,3.61,"Original","Bacteria","Bacteria (superkingdom)","Nitrospirae (superphylum)","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira (Nitrospiraceae)",NA
"837","Dada158","X16S.18AugPD205",11848581.02,"18AugPD2","PD","P",18,"August","18-Aug","D","05-10 cm",62.83888889,1074.73437,69.2566131,368.5682902,613.2384655,119.6,0,6.1,1.2,6.4,0.24,882000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-68.49962702,8.743766467,3.58,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"838","Dada1752","X16S.18AugPD205",11848581.02,"18AugPD2","PD","P",18,"August","18-Aug","D","05-10 cm",62.83888889,1074.73437,69.2566131,368.5682902,613.2384655,119.6,0,6.1,1.2,6.4,0.24,882000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-68.49962702,8.743766467,3.58,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"839","Dada2635","X16S.18DecPW105",11796272.16,"18DecPW1","PW","P",18,"December","18-Dec","W","05-10 cm",83.7,958.6739026,101.0820855,687.2932232,134.4633526,8.7,0.3,23.8,10.2,NA,NA,1.94e+08,4.53655914,2.956265848,86.60215054,6.593722803,1.996774194,2.614508733,"Non-drought",0,"Winter",12,3.96905578,1.187272695,3.32,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"840","Dada434","X16S.18AugPW305",11744810.78,"18AugPW3","PW","P",18,"August","18-Aug","W","05-10 cm",76.94144144,567.7431462,94.0177323,396.5340641,66.81892225,13,0.1,12,6.8,6.85,0.41,15500000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-20.9099496,5.635844392,4.74,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"841","Dada26","X16S.18OctPD205",11733554.41,"18OctPD2","PD","P",18,"October","18-Oct","D","05-10 cm",57.78364116,683.52,51.42,383.99,248.13,NA,0.11,20.58,1.74,6.3,0.23,888000,11.32258065,3.287567908,76.08602151,8.744084876,1.516129032,3.271095308,"Drought",1,"Autumn",10,-59.32242608,6.521863229,3.12,"March","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"842","Dada1752","X16S.18JunPD105",11689694.61,"18JunPD1","PD","P",18,"June","18-Jun","D","05-10 cm",70.7,1497.76,125.41,757.69,614.66,5.31,0.38,17.98,2.92,6.49,0.23,643000,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,"Drought",1,"Summer",6,-59.09927431,4.650930397,3.39,"March","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"843","Dada518","X16S.18AugPD205",11676862.46,"18AugPD2","PD","P",18,"August","18-Aug","D","05-10 cm",62.83888889,1074.73437,69.2566131,368.5682902,613.2384655,119.6,0,6.1,1.2,6.4,0.24,882000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-68.49962702,8.743766467,3.58,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"844","Dada2388","X16S.18AprPW105",11626344.09,"18AprPW1","PW","P",18,"April","18-Apr","W","05-10 cm",84.4,1302.3744,176.2176,584.4864,359.9232,2.9,0.1,28.8,4.1,6.56,0.54,4.2e+07,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,6.895236111,2.425894151,3.29,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"845","Dada2289","X16S.18JunPW205",11624203.82,"18JunPW2","PW","P",18,"June","18-Jun","W","05-10 cm",81.3,1051.13,84.34,504.74,462.05,2.35,0.75,33.77,16.56,6.97,0.36,36500000,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,"Drought",0.967,"Summer",6,-11.06094444,2.901433557,5.78,"March","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"846","Dada3434","X16S.18AprPD205",11612502.59,"18AprPD2","PD","P",18,"April","18-Apr","D","05-10 cm",75.6,763.42,171.9266667,455.2739394,76.98060606,4.6,0.3,4.2,0.6,6.04,0.1,541000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,0.40478125,4.589609735,4.4,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"847","Dada484","X16S.18AprPD205",11612502.59,"18AprPD2","PD","P",18,"April","18-Apr","D","05-10 cm",75.6,763.42,171.9266667,455.2739394,76.98060606,4.6,0.3,4.2,0.6,6.04,0.1,541000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,0.40478125,4.589609735,4.4,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","AM295535",NA
"848","Dada626","X16S.18OctPW105",11598143.82,"18OctPW1","PW","P",18,"October","18-Oct","W","05-10 cm",81.00263852,1148.01,96.89,678.97,372.2,13.68,0.27,61.28,27.41,6.89,0.51,77200000,11.32258065,3.287567908,76.08602151,8.744084876,1.516129032,3.271095308,"Drought",0.903,"Autumn",10,-15.95615591,5.782744408,3.97,"March","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Gallionellaceae",NA,NA
"849","Dada6398","X16S.18OctPW105",11598143.82,"18OctPW1","PW","P",18,"October","18-Oct","W","05-10 cm",81.00263852,1148.01,96.89,678.97,372.2,13.68,0.27,61.28,27.41,6.89,0.51,77200000,11.32258065,3.287567908,76.08602151,8.744084876,1.516129032,3.271095308,"Drought",0.903,"Autumn",10,-15.95615591,5.782744408,3.97,"March","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"850","Dada275","X16S.18AugCD305",11557217.7,"18AugCD3","CD","C",18,"August","18-Aug","D","05-10 cm",28.06896552,246.6767328,20.76173635,107.5964083,104.6910972,3.6,0,2.7,0.1,6.96,1.51,169000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-81.96047439,6.347956157,0.37,"Original","Bacteria","Bacteria (superkingdom)","Nitrospirae (superphylum)","Nitrospirae","Nitrospira","Nitrospirales","FW13","AF523973",NA
"851","Dada75","X16S.18AugPW105",11427831.04,"18AugPW1","PW","P",18,"August","18-Aug","W","05-10 cm",80.31027668,1795.628162,101.6370208,426.4043225,1119.781747,6.8,0.1,16.8,11.5,6.85,0.41,49700000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-20.9099496,5.635844392,4.22,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","FJ936885",NA
"852","Dada45","X16S.18AugPD305",11405460.06,"18AugPD3","PD","P",18,"August","18-Aug","D","05-10 cm",61.40082645,1781.282286,150.4183526,377.887484,863.8520682,209.1,0.3,1.6,0.2,6.4,0.24,455000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-68.49962702,8.743766467,4.21,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"853","Dada2556","X16S.18AugCW305",11319948.74,"18AugCW3","CW","C",18,"August","18-Aug","W","05-10 cm",28.11064718,541.6540155,33.18352545,192.9588486,279.9566671,0.3,0,5.2,0.8,6.89,7.38,11500000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-73.63866667,2.278769456,0.57,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Gallionellaceae","Sideroxydans","FQ659541"
"854","Dada291","X16S.19FebCW205",11311217.93,"19FebCW2","CW","C",19,"February","19-Feb","W","05-10 cm",54.06,NA,NA,NA,NA,0.19,NA,14.74,0.78,5.75,NA,NA,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,-7.445499031,1.404334023,0.98,"April","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Gallionellaceae",NA,NA
"855","Dada571","X16S.18DecPW105",11309827.95,"18DecPW1","PW","P",18,"December","18-Dec","W","05-10 cm",83.7,958.6739026,101.0820855,687.2932232,134.4633526,8.7,0.3,23.8,10.2,NA,NA,1.94e+08,4.53655914,2.956265848,86.60215054,6.593722803,1.996774194,2.614508733,"Non-drought",0,"Winter",12,3.96905578,1.187272695,3.32,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Gallionellaceae",NA,NA
"856","Dada434","X16S.18OctPW105",11308190.23,"18OctPW1","PW","P",18,"October","18-Oct","W","05-10 cm",81.00263852,1148.01,96.89,678.97,372.2,13.68,0.27,61.28,27.41,6.89,0.51,77200000,11.32258065,3.287567908,76.08602151,8.744084876,1.516129032,3.271095308,"Drought",0.903,"Autumn",10,-15.95615591,5.782744408,3.97,"March","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"857","Dada708","X16S.19FebPD305",11279503.63,"19FebPD3","PD","P",19,"February","19-Feb","D","05-10 cm",62.06,NA,NA,NA,NA,38.6,NA,8.64,3.08,6.32,NA,1470000,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,-10.1771503,3.441690968,3.43,"April","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"858","Dada783","X16S.18JunCW105",11272247.86,"18JunCW1","CW","C",18,"June","18-Jun","W","05-10 cm",61.6,518.42,51.98,316.9,149.51,2.02,0.15,9.31,1.96,6.47,6.67,10500000,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,"Drought",1,"Summer",6,-70.28076152,4.244748628,0.49,"March","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"859","Dada829","X16S.18AprPD205",11260608.57,"18AprPD2","PD","P",18,"April","18-Apr","D","05-10 cm",75.6,763.42,171.9266667,455.2739394,76.98060606,4.6,0.3,4.2,0.6,6.04,0.1,541000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,0.40478125,4.589609735,4.4,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"860","Dada732","X16S.18AprPW205",11235404.59,"18AprPW2","PW","P",18,"April","18-Apr","W","05-10 cm",78.4,841.3329951,92.52824637,330.979275,307.1648106,4.2,0.1,13.4,4.8,6.56,0.54,18700000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,6.895236111,2.425894151,3.71,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"861","Dada25","X16S.19FebCD205",11229064.85,"19FebCD2","CD","C",19,"February","19-Feb","D","05-10 cm",36.16,NA,NA,NA,NA,11.55,NA,52.22,0.52,5.4,NA,98600,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,-31.9915067,2.957510874,1.42,"April","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"862","Dada17403","X16S.18AugCW205",11218049.03,"18AugCW2","CW","C",18,"August","18-Aug","W","05-10 cm",60.23636364,1047.139547,67.59884653,359.3428283,488.4171635,0.3,0,21.3,3.3,6.89,7.38,73400000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-73.63866667,2.278769456,0.97,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"863","Dada4672","X16S.18AugPW105",11194610,"18AugPW1","PW","P",18,"August","18-Aug","W","05-10 cm",80.31027668,1795.628162,101.6370208,426.4043225,1119.781747,6.8,0.1,16.8,11.5,6.85,0.41,49700000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-20.9099496,5.635844392,4.22,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
