OTU,Sample,Abundance,group,loc,site,year,season,season2,state,depth,water,TOM,Bio,hCOM,lCOM,NO3,NO2,NH4,P,pH,Salinity,mcrA_DW,mean_temp,sd_temp,mean_hum,sd_hum,mean_precip,sd_precip,Drought_Status,Drought_Prop,season3,Month,Mean_GW,SD_GW,aerobic_ammonia_oxidation,Nutrient_Date,Domain,Kingdom,Group,Phylum,Class,Order,Family,Genus,Species,Assigned_Clade_Tree2
Dada2654,X16S.18AprCW205,0,18AprCW2,CW,C,18,April,18-Apr,W,05-10 cm,63.8,1021,140,362,424.05651,0.5,0.1,40.9,0.5,6.28,5.47,5740000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,Non-drought,0,Spring,4,-4.932924379,6.49356005,0.88,Original,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Delta
Dada2654,X16S.18AugCW205,0,18AugCW2,CW,C,18,August,18-Aug,W,05-10 cm,60.23636364,1047.139547,67.59884653,359.3428283,488.4171635,0.3,0,21.3,3.3,6.89,7.38,73400000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,Drought,1,Summer,8,-73.63866667,2.278769456,0.97,Original,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Delta
Dada2654,X16S.18JunCD105,0,18JunCD1,CD,C,18,June,18-Jun,D,05-10 cm,57.3,1412.69,153.89,656.54,602.26,1.22,0.12,158.59,0.78,6.28,2.13,NA,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,Drought,1,Summer,6,-65.02782292,4.960389042,0,March,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Delta
Dada2654,X16S.18DecCD205,0,18DecCD2,CD,C,18,December,18-Dec,D,05-10 cm,26.7,387.9879854,34.47627833,189.3192431,111.7476169,0.3,0,6.2,0.1,NA,NA,15100,4.53655914,2.956265848,86.60215054,6.593722803,1.996774194,2.614508733,Non-drought,0.194,Winter,12,-38.4228629,7.643273536,0.49,Original,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Delta
Dada2654,X16S.18AugCW105,0,18AugCW1,CW,C,18,August,18-Aug,W,05-10 cm,27.07,579.233333,36.69205956,184.7545358,298.7299156,0.2,0,7.4,0.7,6.89,7.38,854000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,Drought,1,Summer,8,-73.63866667,2.278769456,0.62,Original,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Delta
Dada2654,X16S.18OctCW305,0,18OctCW3,CW,C,18,October,18-Oct,W,05-10 cm,34.10404624,462.46,40.4,101.6,320.45,0.08,0.08,12.85,0.86,6.7,2.05,7720000,11.32258065,3.287567908,76.08602151,8.744084876,1.516129032,3.271095308,Drought,0,Autumn,10,-28.17885978,26.05611068,0.76,March,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Delta
Dada2654,X16S.18JunCW205,0,18JunCW2,CW,C,18,June,18-Jun,W,05-10 cm,52.1,924.61,100.21,266.12,558.26,0.09,0.15,12.13,0.77,6.47,6.67,1760000,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,Drought,1,Summer,6,-70.28076152,4.244748628,0.9,March,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Delta
Dada2654,X16S.19FebPW105,0,19FebPW1,PW,P,19,February,19-Feb,W,05-10 cm,83.85,NA,NA,NA,NA,2.02,NA,20.17,7.26,6.94,NA,13300000,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,Non-drought,0,Winter,2,4.995372024,0.416214823,3.37,April,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Delta
Dada2654,X16S.18AugPW105,0,18AugPW1,PW,P,18,August,18-Aug,W,05-10 cm,80.31027668,1795.628162,101.6370208,426.4043225,1119.781747,6.8,0.1,16.8,11.5,6.85,0.41,49700000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,Drought,1,Summer,8,-20.9099496,5.635844392,4.22,Original,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Delta
Dada2654,X16S.19FebPW205,0,19FebPW2,PW,P,19,February,19-Feb,W,05-10 cm,74.72,NA,NA,NA,NA,0.84,NA,14.32,8.55,6.94,NA,56200000,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,Non-drought,0,Winter,2,4.995372024,0.416214823,3.53,April,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Delta
Dada2654,X16S.18OctCW205,0,18OctCW2,CW,C,18,October,18-Oct,W,05-10 cm,60.47297297,501.49,59.34,279.36,162.79,0.13,0.16,4.94,0.18,6.7,2.05,89400000,11.32258065,3.287567908,76.08602151,8.744084876,1.516129032,3.271095308,Drought,0,Autumn,10,-28.17885978,26.05611068,1.05,March,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Delta
Dada2654,X16S.18JunPW105,0,18JunPW1,PW,P,18,June,18-Jun,W,05-10 cm,79.1,4883.26,166.37,394.33,4322.51,0.24,0.29,54.63,10.83,6.97,0.36,11600000,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,Drought,0.967,Summer,6,-11.06094444,2.901433557,3.84,March,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Delta
Dada2654,X16S.18AugCW305,0,18AugCW3,CW,C,18,August,18-Aug,W,05-10 cm,28.11064718,541.6540155,33.18352545,192.9588486,279.9566671,0.3,0,5.2,0.8,6.89,7.38,11500000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,Drought,1,Summer,8,-73.63866667,2.278769456,0.57,Original,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Delta
Dada2654,X16S.19FebPD205,0,19FebPD2,PD,P,19,February,19-Feb,D,05-10 cm,64.83,NA,NA,NA,NA,54.82,NA,8.05,1.89,6.32,NA,2400000,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,Non-drought,0,Winter,2,-10.1771503,3.441690968,3.74,April,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Delta
Dada2820,X16S.18AugCW205,0,18AugCW2,CW,C,18,August,18-Aug,W,05-10 cm,60.23636364,1047.139547,67.59884653,359.3428283,488.4171635,0.3,0,21.3,3.3,6.89,7.38,73400000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,Drought,1,Summer,8,-73.63866667,2.278769456,0.97,Original,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.18AugPD305,0,18AugPD3,PD,P,18,August,18-Aug,D,05-10 cm,61.40082645,1781.282286,150.4183526,377.887484,863.8520682,209.1,0.3,1.6,0.2,6.4,0.24,455000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,Drought,1,Summer,8,-68.49962702,8.743766467,4.21,Original,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.18JunPD205,0,18JunPD2,PD,P,18,June,18-Jun,D,05-10 cm,69.7,1156.57,85.67,624.15,446.76,43.15,0.17,23.43,1.97,6.49,0.23,175000,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,Drought,1,Summer,6,-59.09927431,4.650930397,2.99,March,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.18DecCD105,0,18DecCD1,CD,C,18,December,18-Dec,D,05-10 cm,28.7,303.2736512,22.65847245,115.9708666,114.5144299,0.4,0,8.5,0.2,NA,NA,526000,4.53655914,2.956265848,86.60215054,6.593722803,1.996774194,2.614508733,Non-drought,0.194,Winter,12,-38.4228629,7.643273536,0.27,Original,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.19FebCW105,0,19FebCW1,CW,C,19,February,19-Feb,W,05-10 cm,51.72,NA,NA,NA,NA,0.22,NA,7.37,0.56,5.75,NA,949000,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,Non-drought,0,Winter,2,-7.445499031,1.404334023,0.59,April,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.19FebPD205,0,19FebPD2,PD,P,19,February,19-Feb,D,05-10 cm,64.83,NA,NA,NA,NA,54.82,NA,8.05,1.89,6.32,NA,2400000,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,Non-drought,0,Winter,2,-10.1771503,3.441690968,3.74,April,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.18AugCW305,0,18AugCW3,CW,C,18,August,18-Aug,W,05-10 cm,28.11064718,541.6540155,33.18352545,192.9588486,279.9566671,0.3,0,5.2,0.8,6.89,7.38,11500000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,Drought,1,Summer,8,-73.63866667,2.278769456,0.57,Original,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.18JunCD305,0,18JunCD3,CD,C,18,June,18-Jun,D,05-10 cm,35.3,309.67,26.08,81.14,202.46,0.16,0.08,5.06,0.24,6.28,2.13,134000,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,Drought,1,Summer,6,-65.02782292,4.960389042,0.62,March,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.18AprCW205,0,18AprCW2,CW,C,18,April,18-Apr,W,05-10 cm,63.8,1021,140,362,424.05651,0.5,0.1,40.9,0.5,6.28,5.47,5740000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,Non-drought,0,Spring,4,-4.932924379,6.49356005,0.88,Original,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.18OctCD305,0,18OctCD3,CD,C,18,October,18-Oct,D,05-10 cm,26.40264026,316.77,15.97,218.23,82.56,0.41,0.07,6.86,0.29,7.07,0.61,361000,11.32258065,3.287567908,76.08602151,8.744084876,1.516129032,3.271095308,Drought,1,Autumn,10,-69.97016465,3.881221266,0.61,March,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.18OctPW205,0,18OctPW2,PW,P,18,October,18-Oct,W,05-10 cm,79.56656347,3038.3,206.29,440.57,2391.44,0.22,0.22,49.43,13.87,6.89,0.51,1.59E+08,11.32258065,3.287567908,76.08602151,8.744084876,1.516129032,3.271095308,Drought,0.903,Autumn,10,-15.95615591,5.782744408,4.54,March,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.18AugCD305,0,18AugCD3,CD,C,18,August,18-Aug,D,05-10 cm,28.06896552,246.6767328,20.76173635,107.5964083,104.6910972,3.6,0,2.7,0.1,6.96,1.51,169000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,Drought,1,Summer,8,-81.96047439,6.347956157,0.37,Original,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.18AugPW105,0,18AugPW1,PW,P,18,August,18-Aug,W,05-10 cm,80.31027668,1795.628162,101.6370208,426.4043225,1119.781747,6.8,0.1,16.8,11.5,6.85,0.41,49700000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,Drought,1,Summer,8,-20.9099496,5.635844392,4.22,Original,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.18DecCD205,0,18DecCD2,CD,C,18,December,18-Dec,D,05-10 cm,26.7,387.9879854,34.47627833,189.3192431,111.7476169,0.3,0,6.2,0.1,NA,NA,15100,4.53655914,2.956265848,86.60215054,6.593722803,1.996774194,2.614508733,Non-drought,0.194,Winter,12,-38.4228629,7.643273536,0.49,Original,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.18DecPW205,0,18DecPW2,PW,P,18,December,18-Dec,W,05-10 cm,84.1,843.8959524,87.25166003,580.7136959,109.9754027,19.5,0.3,28.9,15.6,NA,NA,57500000,4.53655914,2.956265848,86.60215054,6.593722803,1.996774194,2.614508733,Non-drought,0,Winter,12,3.96905578,1.187272695,7.69,Original,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.18AprCD205,0,18AprCD2,CD,C,18,April,18-Apr,D,05-10 cm,50,353.1850394,70.39370079,99.28346457,152.3976378,0.4,0,21.1,0.1,5.92,1.35,170000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,Non-drought,0,Spring,4,-16.98940972,6.021313508,1.46,Original,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.18AprCD105,0,18AprCD1,CD,C,18,April,18-Apr,D,05-10 cm,57.1,555.8528827,104.0397614,221.1888668,173.3717694,0.7,0,56.4,0.2,5.92,1.35,984000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,Non-drought,0,Spring,4,-16.98940972,6.021313508,0.22,Original,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.18AugCD105,0,18AugCD1,CD,C,18,August,18-Aug,D,05-10 cm,35.92893401,523.6310569,66.20773253,241.5598954,167.195595,1.3,0,35.1,0.5,6.96,1.51,445000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,Drought,1,Summer,8,-81.96047439,6.347956157,0,Original,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.18AprPD305,0,18AprPD3,PD,P,18,April,18-Apr,D,05-10 cm,70.7,794.1834756,204.7464664,420.0790714,100.7102765,6.5,0.1,16.4,0.8,6.04,0.1,466000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,Non-drought,0,Spring,4,0.40478125,4.589609735,3.04,Original,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.18DecCW205,0,18DecCW2,CW,C,18,December,18-Dec,W,05-10 cm,56.2,661.2661147,70.1906428,243.6490105,244.0760782,0.6,0.1,19,0.3,NA,NA,30700000,4.53655914,2.956265848,86.60215054,6.593722803,1.996774194,2.614508733,Non-drought,0,Winter,12,-6.469885753,1.638344898,0.76,Original,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.18AprCD305,0,18AprCD3,CD,C,18,April,18-Apr,D,05-10 cm,54,364.2181054,77.28429423,117.4032113,150.2678198,0.4,0,17.4,0.1,5.92,1.35,262000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,Non-drought,0,Spring,4,-16.98940972,6.021313508,0.72,Original,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.18AprPD105,0,18AprPD1,PD,P,18,April,18-Apr,D,05-10 cm,77.9,740.4545455,161.885303,445.7536364,72.72909091,4,0.2,24.1,0.8,6.04,0.1,469000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,Non-drought,0,Spring,4,0.40478125,4.589609735,4.1,Original,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.18JunPW305,0,18JunPW3,PW,P,18,June,18-Jun,W,05-10 cm,77.8,903.14,84.86,587.32,230.96,6.68,0.51,25.94,6.92,6.97,0.36,6100000,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,Drought,0.967,Summer,6,-11.06094444,2.901433557,4.15,March,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.19FebPD305,0,19FebPD3,PD,P,19,February,19-Feb,D,05-10 cm,62.06,NA,NA,NA,NA,38.6,NA,8.64,3.08,6.32,NA,1470000,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,Non-drought,0,Winter,2,-10.1771503,3.441690968,3.43,April,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.18OctCW105,0,18OctCW1,CW,C,18,October,18-Oct,W,05-10 cm,25.79787234,317.7,19,96.09,202.62,0.06,0.06,6.71,0.28,6.7,2.05,191000,11.32258065,3.287567908,76.08602151,8.744084876,1.516129032,3.271095308,Drought,0,Autumn,10,-28.17885978,26.05611068,1.26,March,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.18JunCD105,0,18JunCD1,CD,C,18,June,18-Jun,D,05-10 cm,57.3,1412.69,153.89,656.54,602.26,1.22,0.12,158.59,0.78,6.28,2.13,NA,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,Drought,1,Summer,6,-65.02782292,4.960389042,0,March,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.18OctPW305,0,18OctPW3,PW,P,18,October,18-Oct,W,05-10 cm,80.96885813,1667.78,93.5,471.57,1102.72,22.95,0.4,76.51,66.64,6.89,0.51,69200000,11.32258065,3.287567908,76.08602151,8.744084876,1.516129032,3.271095308,Drought,0.903,Autumn,10,-15.95615591,5.782744408,3.29,March,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.19FebCW305,0,19FebCW3,CW,C,19,February,19-Feb,W,05-10 cm,45.48,NA,NA,NA,NA,0.17,NA,11.54,0.3,5.75,NA,1.00E+06,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,Non-drought,0,Winter,2,-7.445499031,1.404334023,0.82,April,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.18AprCW105,0,18AprCW1,CW,C,18,April,18-Apr,W,05-10 cm,58.6,592.5035077,78.46135385,195.4287692,259.7021538,0.6,0.1,23.5,0.2,6.28,5.47,10700000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,Non-drought,0,Spring,4,-4.932924379,6.49356005,0.67,Original,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.18DecCD305,0,18DecCD3,CD,C,18,December,18-Dec,D,05-10 cm,26.9,412.2626545,30.62527237,180.0570274,133.3320779,1.4,0,12.3,0.4,NA,NA,779000,4.53655914,2.956265848,86.60215054,6.593722803,1.996774194,2.614508733,Non-drought,0.194,Winter,12,-38.4228629,7.643273536,0.36,Original,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.18OctPD105,0,18OctPD1,PD,P,18,October,18-Oct,D,05-10 cm,67.0212766,859.59,101,589.43,169.16,NA,0.14,27.29,2.38,6.3,0.23,956000,11.32258065,3.287567908,76.08602151,8.744084876,1.516129032,3.271095308,Drought,1,Autumn,10,-59.32242608,6.521863229,5.15,March,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.19FebCW205,0,19FebCW2,CW,C,19,February,19-Feb,W,05-10 cm,54.06,NA,NA,NA,NA,0.19,NA,14.74,0.78,5.75,NA,NA,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,Non-drought,0,Winter,2,-7.445499031,1.404334023,0.98,April,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.18JunCW105,0,18JunCW1,CW,C,18,June,18-Jun,W,05-10 cm,61.6,518.42,51.98,316.9,149.51,2.02,0.15,9.31,1.96,6.47,6.67,10500000,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,Drought,1,Summer,6,-70.28076152,4.244748628,0.49,March,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.18JunCW305,0,18JunCW3,CW,C,18,June,18-Jun,W,05-10 cm,51.2,1256.37,61.66,241.45,953.26,0.09,0.17,9.89,1.28,6.47,6.67,7510000,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,Drought,1,Summer,6,-70.28076152,4.244748628,0.62,March,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.19FebPW305,0,19FebPW3,PW,P,19,February,19-Feb,W,05-10 cm,80.78,NA,NA,NA,NA,8.75,NA,41.58,24.78,6.94,NA,15600000,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,Non-drought,0,Winter,2,4.995372024,0.416214823,3.87,April,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.18JunCW205,0,18JunCW2,CW,C,18,June,18-Jun,W,05-10 cm,52.1,924.61,100.21,266.12,558.26,0.09,0.15,12.13,0.77,6.47,6.67,1760000,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,Drought,1,Summer,6,-70.28076152,4.244748628,0.9,March,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.18DecCW305,0,18DecCW3,CW,C,18,December,18-Dec,W,05-10 cm,64.3,968.7705392,96.14021287,272.9319391,408.1197149,0.7,0.1,39.4,1.7,NA,NA,4410000,4.53655914,2.956265848,86.60215054,6.593722803,1.996774194,2.614508733,Non-drought,0,Winter,12,-6.469885753,1.638344898,0.73,Original,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.18JunPD105,0,18JunPD1,PD,P,18,June,18-Jun,D,05-10 cm,70.7,1497.76,125.41,757.69,614.66,5.31,0.38,17.98,2.92,6.49,0.23,643000,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,Drought,1,Summer,6,-59.09927431,4.650930397,3.39,March,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.18AprPW305,0,18AprPW3,PW,P,18,April,18-Apr,W,05-10 cm,80.2,894.717688,101.0910891,464.1423067,209.0276693,7.2,0.1,21.3,6,6.56,0.54,11300000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,Non-drought,0,Spring,4,6.895236111,2.425894151,3.61,Original,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.18AugCW105,0,18AugCW1,CW,C,18,August,18-Aug,W,05-10 cm,27.07,579.233333,36.69205956,184.7545358,298.7299156,0.2,0,7.4,0.7,6.89,7.38,854000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,Drought,1,Summer,8,-73.63866667,2.278769456,0.62,Original,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.19FebCD105,0,19FebCD1,CD,C,19,February,19-Feb,D,05-10 cm,42.17,NA,NA,NA,NA,0.94,NA,12.81,0.87,5.4,NA,NA,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,Non-drought,0,Winter,2,-31.9915067,2.957510874,0.25,April,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.18AprCW305,0,18AprCW3,CW,C,18,April,18-Apr,W,05-10 cm,50.9,260.0088711,43.04612996,95.91151031,96.37502772,0.4,0,15.6,0,6.28,5.47,7050000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,Non-drought,0,Spring,4,-4.932924379,6.49356005,0.76,Original,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.19FebCD205,0,19FebCD2,CD,C,19,February,19-Feb,D,05-10 cm,36.16,NA,NA,NA,NA,11.55,NA,52.22,0.52,5.4,NA,98600,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,Non-drought,0,Winter,2,-31.9915067,2.957510874,1.42,April,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
Dada2820,X16S.18JunPW205,0,18JunPW2,PW,P,18,June,18-Jun,W,05-10 cm,81.3,1051.13,84.34,504.74,462.05,2.35,0.75,33.77,16.56,6.97,0.36,36500000,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,Drought,0.967,Summer,6,-11.06094444,2.901433557,5.78,March,Archaea,Archaea (superkingdom),TACK,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,NA,NA,NA,NS-Gamma
